image_name,blob_count,avg_radius,std_radius,min_radius,max_radius,class
p214-010-60001-cl.png,59.0,14.159512796093951,10.68103312248832,8.0,64.00000000000003,3
p214-010-60001-cr.png,64.0,15.156854249492385,10.211256987249165,8.0,64.00000000000003,3
p214-010-60001-ml.png,87.0,14.686039367232626,10.285500088566906,8.0,64.00000000000003,3
p214-010-60001-mr.png,78.0,14.91250970458154,11.774663279109204,8.0,64.00000000000003,3
p214-010-60005-cl.png,59.0,12.7281434149273,13.323655239379947,8.0,90.50966799187813,4
p214-010-60005-cr.png,47.0,19.683337924559886,21.87712872703072,8.0,90.50966799187813,4
p214-010-60005-ml.png,103.0,14.435169999408602,11.575612257112324,8.0,90.50966799187813,4
p214-010-60005-mr.png,96.0,14.335365551469962,8.15458732896573,8.0,45.254833995939066,4
p214-010-60008-cl.png,145.0,12.417435430509359,8.80519365262147,8.0,90.50966799187813,1
p214-010-60008-cr.png,132.0,11.577235552584215,5.680725945071671,8.0,45.254833995939066,1
p214-010-60008-ml.png,192.0,14.756219929111142,15.777219022070087,8.0,181.01933598375626,1
p214-010-60008-mr.png,257.0,14.214684917719088,12.158371649709506,8.0,128.00000000000006,1
p214-010-60012-cl.png,175.0,13.337805805157357,8.75443197249563,8.0,90.50966799187813,2
p214-010-60012-cr.png,46.0,12.409624184230847,5.445493689207286,8.0,32.00000000000001,2
p214-010-60012-ml.png,186.0,12.814454832820255,8.123010262501607,8.0,64.00000000000003,2
p214-010-60012-mr.png,62.0,12.913969176862615,5.4183422148390505,8.0,32.00000000000001,2
p214-010-60013-cl.png,109.0,17.948719159796017,21.691104881528915,8.0,181.01933598375626,3
p214-010-60013-cr.png,108.0,20.235460411125207,25.33348379534573,8.0,181.01933598375626,3
p214-010-60013-ml.png,259.0,15.011647630611677,12.247521658103008,8.0,90.50966799187813,3
p214-010-60013-mr.png,257.0,15.138235036265767,10.81580787130368,8.0,90.50966799187813,3
p214-010-60020-cl.png,59.0,12.724151923195386,6.648131523270092,8.0,45.254833995939066,2
p214-010-60020-cr.png,225.0,13.052103246066554,7.4683287412481025,8.0,45.254833995939066,2
p214-010-60020-ml.png,279.0,13.874120614116766,8.53895749527349,8.0,64.00000000000003,2
p214-010-60020-mr.png,241.0,13.699199453678615,9.222918452678801,8.0,90.50966799187813,2
p214-010-60026-cl.png,21.0,35.44443068965435,35.12260091438351,8.0,128.00000000000006,3
p214-010-60026-cr.png,45.0,24.720679798962202,23.25699873752378,8.0,128.00000000000006,3
p214-010-60026-ml.png,46.0,20.82436789046568,22.820615341643144,8.0,128.00000000000006,3
p214-010-60026-mr.png,50.0,22.568611819065985,17.891276102064825,8.0,90.50966799187813,3
p214-010-60029-cl.png,78.0,18.021608012169725,17.30987871320758,8.0,128.00000000000006,4
p214-010-60029-cr.png,41.0,22.112371084449663,23.09723077370616,8.0,128.00000000000006,4
p214-010-60029-ml.png,65.0,17.471177699172195,15.403928938002329,8.0,90.50966799187813,4
p214-010-60029-mr.png,43.0,23.44412898768741,24.20745180694201,8.0,128.00000000000006,4
p214-010-60045-cl.png,121.0,15.886229462054784,13.910859463009613,8.0,90.50966799187813,3
p214-010-60045-cr.png,152.0,16.49431152556772,13.960123771606636,8.0,90.50966799187813,3
p214-010-60045-ml.png,78.0,14.817234608362618,10.885809139059136,8.0,64.00000000000003,3
p214-010-60045-mr.png,140.0,17.685281374238574,16.011673237262485,8.0,90.50966799187813,3
p214-010-60046-cl.png,35.0,25.77589774210297,39.02018098574226,8.0,181.01933598375626,4
p214-010-60046-cr.png,42.0,23.55600905872613,29.024950827840296,8.0,181.01933598375626,4
p214-010-60046-ml.png,63.0,21.818841459157195,26.23220603705759,8.0,181.01933598375626,4
p214-010-60046-mr.png,39.0,25.142265127163864,34.67756004885679,8.0,181.01933598375626,4
p214-010-60054-cl.png,45.0,19.748135310344047,19.624532169594623,8.0,128.00000000000006,3
p214-010-60054-cr.png,57.0,18.20913899932318,11.148403743412551,8.0,64.00000000000003,3
p214-010-60054-ml.png,87.0,16.297709430182618,12.806008852551827,8.0,90.50966799187813,3
p214-010-60054-mr.png,52.0,20.47434786472081,15.7831800288185,8.0,64.00000000000003,3
