,x,y,radius,img_name
192,1684.0,1105.0,16.000000000000004,phMix402_c_3.dcm
193,1551.0,672.0,16.000000000000004,phMix402_c_3.dcm
194,1400.0,1260.0,16.000000000000004,phMix402_c_3.dcm
195,1398.0,1215.0,16.000000000000004,phMix402_c_3.dcm
196,1747.0,682.0,11.313708498984761,phMix402_c_3.dcm
197,1746.0,1481.0,11.313708498984761,phMix402_c_3.dcm
198,1746.0,1166.0,11.313708498984761,phMix402_c_3.dcm
199,1742.0,583.0,11.313708498984761,phMix402_c_3.dcm
200,1730.0,1095.0,11.313708498984761,phMix402_c_3.dcm
201,1730.0,477.0,11.313708498984761,phMix402_c_3.dcm
202,1724.0,1183.0,11.313708498984761,phMix402_c_3.dcm
203,1712.0,745.0,11.313708498984761,phMix402_c_3.dcm
204,1691.0,525.0,11.313708498984761,phMix402_c_3.dcm
205,1691.0,509.0,11.313708498984761,phMix402_c_3.dcm
206,1687.0,1545.0,11.313708498984761,phMix402_c_3.dcm
207,1681.0,805.0,11.313708498984761,phMix402_c_3.dcm
208,1678.0,713.0,11.313708498984761,phMix402_c_3.dcm
209,1668.0,1109.0,11.313708498984761,phMix402_c_3.dcm
210,1659.0,879.0,11.313708498984761,phMix402_c_3.dcm
211,1656.0,775.0,11.313708498984761,phMix402_c_3.dcm
212,1439.0,1228.0,11.313708498984761,phMix402_c_3.dcm
213,1749.0,1131.0,8.0,phMix402_c_3.dcm
214,1748.0,1502.0,8.0,phMix402_c_3.dcm
215,1748.0,1075.0,8.0,phMix402_c_3.dcm
216,1744.0,641.0,8.0,phMix402_c_3.dcm
217,1743.0,471.0,8.0,phMix402_c_3.dcm
218,1731.0,1201.0,8.0,phMix402_c_3.dcm
219,1725.0,649.0,8.0,phMix402_c_3.dcm
220,1718.0,695.0,8.0,phMix402_c_3.dcm
221,1715.0,674.0,8.0,phMix402_c_3.dcm
222,1707.0,1561.0,8.0,phMix402_c_3.dcm
223,1705.0,936.0,8.0,phMix402_c_3.dcm
224,1694.0,1525.0,8.0,phMix402_c_3.dcm
225,1693.0,1006.0,8.0,phMix402_c_3.dcm
226,1690.0,989.0,8.0,phMix402_c_3.dcm
227,1689.0,1575.0,8.0,phMix402_c_3.dcm
228,1688.0,831.0,8.0,phMix402_c_3.dcm
229,1687.0,977.0,8.0,phMix402_c_3.dcm
230,1683.0,967.0,8.0,phMix402_c_3.dcm
231,1657.0,551.0,8.0,phMix402_c_3.dcm
232,1646.0,1201.0,8.0,phMix402_c_3.dcm
233,1638.0,611.0,8.0,phMix402_c_3.dcm
234,1620.0,593.0,8.0,phMix402_c_3.dcm
235,1464.0,800.0,8.0,phMix402_c_3.dcm
236,1432.0,1217.0,8.0,phMix402_c_3.dcm
237,1398.0,1172.0,8.0,phMix402_c_3.dcm
238,1579.0,1374.0,181.01933598375626,phMix402_c_4.dcm
239,1518.0,951.0,128.00000000000006,phMix402_c_4.dcm
240,1511.0,1086.0,128.00000000000006,phMix402_c_4.dcm
241,1562.0,802.0,90.50966799187813,phMix402_c_4.dcm
242,1714.0,1249.0,45.25483399593906,phMix402_c_4.dcm
243,1694.0,1062.0,45.25483399593906,phMix402_c_4.dcm
244,1693.0,585.0,45.25483399593906,phMix402_c_4.dcm
245,1691.0,1154.0,45.25483399593906,phMix402_c_4.dcm
246,1661.0,954.0,45.25483399593906,phMix402_c_4.dcm
247,1722.0,833.0,32.00000000000001,phMix402_c_4.dcm
248,1699.0,1638.0,32.00000000000001,phMix402_c_4.dcm
249,1680.0,1198.0,32.00000000000001,phMix402_c_4.dcm
250,1735.0,882.0,22.627416997969526,phMix402_c_4.dcm
251,1714.0,627.0,22.627416997969526,phMix402_c_4.dcm
252,1698.0,1604.0,22.627416997969526,phMix402_c_4.dcm
253,1662.0,1029.0,22.627416997969526,phMix402_c_4.dcm
254,1743.0,1489.0,16.000000000000004,phMix402_c_4.dcm
255,1715.0,713.0,16.000000000000004,phMix402_c_4.dcm
256,1693.0,523.0,16.000000000000004,phMix402_c_4.dcm
257,1684.0,1109.0,16.000000000000004,phMix402_c_4.dcm
258,1659.0,1107.0,16.000000000000004,phMix402_c_4.dcm
259,1551.0,677.0,16.000000000000004,phMix402_c_4.dcm
260,1400.0,1261.0,16.000000000000004,phMix402_c_4.dcm
261,1398.0,1219.0,16.000000000000004,phMix402_c_4.dcm
262,1747.0,1169.0,11.313708498984761,phMix402_c_4.dcm
263,1744.0,601.0,11.313708498984761,phMix402_c_4.dcm
264,1741.0,583.0,11.313708498984761,phMix402_c_4.dcm
265,1730.0,1100.0,11.313708498984761,phMix402_c_4.dcm
266,1729.0,480.0,11.313708498984761,phMix402_c_4.dcm
267,1712.0,749.0,11.313708498984761,phMix402_c_4.dcm
268,1705.0,938.0,11.313708498984761,phMix402_c_4.dcm
269,1690.0,811.0,11.313708498984761,phMix402_c_4.dcm
270,1678.0,718.0,11.313708498984761,phMix402_c_4.dcm
271,1660.0,882.0,11.313708498984761,phMix402_c_4.dcm
272,1439.0,1231.0,11.313708498984761,phMix402_c_4.dcm
273,1391.0,1234.0,11.313708498984761,phMix402_c_4.dcm
274,1750.0,859.0,8.0,phMix402_c_4.dcm
275,1750.0,685.0,8.0,phMix402_c_4.dcm
276,1743.0,645.0,8.0,phMix402_c_4.dcm
277,1743.0,475.0,8.0,phMix402_c_4.dcm
278,1731.0,1201.0,8.0,phMix402_c_4.dcm
279,1728.0,1181.0,8.0,phMix402_c_4.dcm
280,1715.0,676.0,8.0,phMix402_c_4.dcm
281,1714.0,1588.0,8.0,phMix402_c_4.dcm
282,1707.0,1564.0,8.0,phMix402_c_4.dcm
283,1697.0,1512.0,8.0,phMix402_c_4.dcm
284,1693.0,1529.0,8.0,phMix402_c_4.dcm
285,1692.0,1013.0,8.0,phMix402_c_4.dcm
286,1690.0,993.0,8.0,phMix402_c_4.dcm
287,1686.0,836.0,8.0,phMix402_c_4.dcm
288,1662.0,782.0,8.0,phMix402_c_4.dcm
289,1658.0,801.0,8.0,phMix402_c_4.dcm
290,1655.0,629.0,8.0,phMix402_c_4.dcm
291,1646.0,1204.0,8.0,phMix402_c_4.dcm
292,1641.0,656.0,8.0,phMix402_c_4.dcm
293,1637.0,613.0,8.0,phMix402_c_4.dcm
294,1632.0,1129.0,8.0,phMix402_c_4.dcm
295,1619.0,599.0,8.0,phMix402_c_4.dcm
296,1437.0,1251.0,8.0,phMix402_c_4.dcm
297,1398.0,1176.0,8.0,phMix402_c_4.dcm
298,1573.0,1378.0,181.01933598375626,phMix402_c_5.dcm
299,1518.0,954.0,128.00000000000006,phMix402_c_5.dcm
300,1511.0,1089.0,128.00000000000006,phMix402_c_5.dcm
301,1562.0,805.0,90.50966799187813,phMix402_c_5.dcm
302,1694.0,1065.0,45.25483399593906,phMix402_c_5.dcm
303,1693.0,587.0,45.25483399593906,phMix402_c_5.dcm
304,1691.0,1158.0,45.25483399593906,phMix402_c_5.dcm
305,1662.0,958.0,45.25483399593906,phMix402_c_5.dcm
306,1722.0,837.0,32.00000000000001,phMix402_c_5.dcm
307,1700.0,1642.0,32.00000000000001,phMix402_c_5.dcm
308,1681.0,1203.0,32.00000000000001,phMix402_c_5.dcm
309,1735.0,884.0,22.627416997969526,phMix402_c_5.dcm
310,1734.0,1281.0,22.627416997969526,phMix402_c_5.dcm
311,1714.0,632.0,22.627416997969526,phMix402_c_5.dcm
312,1699.0,1607.0,22.627416997969526,phMix402_c_5.dcm
313,1629.0,1018.0,22.627416997969526,phMix402_c_5.dcm
314,1513.0,720.0,22.627416997969526,phMix402_c_5.dcm
315,1743.0,1493.0,16.000000000000004,phMix402_c_5.dcm
316,1715.0,716.0,16.000000000000004,phMix402_c_5.dcm
317,1712.0,754.0,16.000000000000004,phMix402_c_5.dcm
318,1685.0,1113.0,16.000000000000004,phMix402_c_5.dcm
319,1660.0,1111.0,16.000000000000004,phMix402_c_5.dcm
320,1551.0,681.0,16.000000000000004,phMix402_c_5.dcm
321,1400.0,1258.0,16.000000000000004,phMix402_c_5.dcm
322,1398.0,1223.0,16.000000000000004,phMix402_c_5.dcm
323,1742.0,584.0,11.313708498984761,phMix402_c_5.dcm
324,1740.0,603.0,11.313708498984761,phMix402_c_5.dcm
325,1732.0,1104.0,11.313708498984761,phMix402_c_5.dcm
326,1727.0,484.0,11.313708498984761,phMix402_c_5.dcm
327,1717.0,1214.0,11.313708498984761,phMix402_c_5.dcm
328,1714.0,732.0,11.313708498984761,phMix402_c_5.dcm
329,1711.0,672.0,11.313708498984761,phMix402_c_5.dcm
330,1691.0,533.0,11.313708498984761,phMix402_c_5.dcm
331,1690.0,514.0,11.313708498984761,phMix402_c_5.dcm
332,1686.0,1558.0,11.313708498984761,phMix402_c_5.dcm
333,1679.0,722.0,11.313708498984761,phMix402_c_5.dcm
334,1661.0,801.0,11.313708498984761,phMix402_c_5.dcm
335,1645.0,657.0,11.313708498984761,phMix402_c_5.dcm
336,1644.0,735.0,11.313708498984761,phMix402_c_5.dcm
337,1622.0,590.0,11.313708498984761,phMix402_c_5.dcm
338,1406.0,1184.0,11.313708498984761,phMix402_c_5.dcm
339,1390.0,1239.0,11.313708498984761,phMix402_c_5.dcm
340,1750.0,1321.0,8.0,phMix402_c_5.dcm
341,1750.0,1172.0,8.0,phMix402_c_5.dcm
342,1750.0,1098.0,8.0,phMix402_c_5.dcm
343,1749.0,671.0,8.0,phMix402_c_5.dcm
344,1748.0,865.0,8.0,phMix402_c_5.dcm
345,1744.0,480.0,8.0,phMix402_c_5.dcm
346,1743.0,648.0,8.0,phMix402_c_5.dcm
347,1731.0,1205.0,8.0,phMix402_c_5.dcm
348,1707.0,1568.0,8.0,phMix402_c_5.dcm
349,1704.0,536.0,8.0,phMix402_c_5.dcm
350,1697.0,1515.0,8.0,phMix402_c_5.dcm
351,1695.0,1576.0,8.0,phMix402_c_5.dcm
352,1691.0,997.0,8.0,phMix402_c_5.dcm
353,1686.0,1583.0,8.0,phMix402_c_5.dcm
354,1685.0,842.0,8.0,phMix402_c_5.dcm
355,1683.0,814.0,8.0,phMix402_c_5.dcm
356,1679.0,505.0,8.0,phMix402_c_5.dcm
357,1677.0,872.0,8.0,phMix402_c_5.dcm
358,1666.0,765.0,8.0,phMix402_c_5.dcm
359,1658.0,883.0,8.0,phMix402_c_5.dcm
360,1651.0,637.0,8.0,phMix402_c_5.dcm
361,1646.0,1206.0,8.0,phMix402_c_5.dcm
362,1635.0,615.0,8.0,phMix402_c_5.dcm
363,1632.0,1134.0,8.0,phMix402_c_5.dcm
364,1617.0,602.0,8.0,phMix402_c_5.dcm
365,1582.0,695.0,8.0,phMix402_c_5.dcm
366,1540.0,713.0,8.0,phMix402_c_5.dcm
367,1437.0,1249.0,8.0,phMix402_c_5.dcm
368,1519.0,1368.0,128.00000000000006,phMix402_c_6.dcm
369,1518.0,964.0,128.00000000000006,phMix402_c_6.dcm
370,1511.0,1094.0,128.00000000000006,phMix402_c_6.dcm
371,1581.0,1555.0,90.50966799187813,phMix402_c_6.dcm
372,1562.0,809.0,90.50966799187813,phMix402_c_6.dcm
373,1693.0,1066.0,45.25483399593906,phMix402_c_6.dcm
374,1693.0,590.0,45.25483399593906,phMix402_c_6.dcm
375,1691.0,1163.0,45.25483399593906,phMix402_c_6.dcm
376,1662.0,961.0,45.25483399593906,phMix402_c_6.dcm
377,1723.0,1433.0,32.00000000000001,phMix402_c_6.dcm
378,1722.0,841.0,32.00000000000001,phMix402_c_6.dcm
379,1703.0,1260.0,32.00000000000001,phMix402_c_6.dcm
380,1699.0,1645.0,32.00000000000001,phMix402_c_6.dcm
381,1684.0,1210.0,32.00000000000001,phMix402_c_6.dcm
382,1553.0,686.0,32.00000000000001,phMix402_c_6.dcm
383,1734.0,885.0,22.627416997969526,phMix402_c_6.dcm
384,1732.0,1284.0,22.627416997969526,phMix402_c_6.dcm
385,1714.0,636.0,22.627416997969526,phMix402_c_6.dcm
386,1699.0,1611.0,22.627416997969526,phMix402_c_6.dcm
387,1697.0,1334.0,22.627416997969526,phMix402_c_6.dcm
388,1513.0,724.0,22.627416997969526,phMix402_c_6.dcm
389,1743.0,1497.0,16.000000000000004,phMix402_c_6.dcm
390,1737.0,1386.0,16.000000000000004,phMix402_c_6.dcm
391,1730.0,1313.0,16.000000000000004,phMix402_c_6.dcm
392,1716.0,718.0,16.000000000000004,phMix402_c_6.dcm
393,1712.0,756.0,16.000000000000004,phMix402_c_6.dcm
394,1696.0,1501.0,16.000000000000004,phMix402_c_6.dcm
395,1694.0,541.0,16.000000000000004,phMix402_c_6.dcm
396,1686.0,1118.0,16.000000000000004,phMix402_c_6.dcm
397,1660.0,1115.0,16.000000000000004,phMix402_c_6.dcm
398,1625.0,1207.0,16.000000000000004,phMix402_c_6.dcm
399,1621.0,883.0,16.000000000000004,phMix402_c_6.dcm
400,1400.0,1261.0,16.000000000000004,phMix402_c_6.dcm
401,1398.0,1227.0,16.000000000000004,phMix402_c_6.dcm
402,1743.0,585.0,11.313708498984761,phMix402_c_6.dcm
403,1739.0,604.0,11.313708498984761,phMix402_c_6.dcm
404,1733.0,1108.0,11.313708498984761,phMix402_c_6.dcm
405,1727.0,487.0,11.313708498984761,phMix402_c_6.dcm
406,1717.0,1218.0,11.313708498984761,phMix402_c_6.dcm
407,1713.0,739.0,11.313708498984761,phMix402_c_6.dcm
408,1712.0,675.0,11.313708498984761,phMix402_c_6.dcm
409,1688.0,515.0,11.313708498984761,phMix402_c_6.dcm
410,1679.0,726.0,11.313708498984761,phMix402_c_6.dcm
411,1671.0,1342.0,11.313708498984761,phMix402_c_6.dcm
412,1661.0,1286.0,11.313708498984761,phMix402_c_6.dcm
413,1661.0,803.0,11.313708498984761,phMix402_c_6.dcm
414,1645.0,740.0,11.313708498984761,phMix402_c_6.dcm
415,1645.0,659.0,11.313708498984761,phMix402_c_6.dcm
416,1622.0,594.0,11.313708498984761,phMix402_c_6.dcm
417,1562.0,718.0,11.313708498984761,phMix402_c_6.dcm
418,1519.0,695.0,11.313708498984761,phMix402_c_6.dcm
419,1405.0,1188.0,11.313708498984761,phMix402_c_6.dcm
420,1390.0,1278.0,11.313708498984761,phMix402_c_6.dcm
421,1750.0,1174.0,8.0,phMix402_c_6.dcm
422,1750.0,697.0,8.0,phMix402_c_6.dcm
423,1749.0,1323.0,8.0,phMix402_c_6.dcm
424,1749.0,1101.0,8.0,phMix402_c_6.dcm
425,1749.0,676.0,8.0,phMix402_c_6.dcm
426,1745.0,1372.0,8.0,phMix402_c_6.dcm
427,1745.0,566.0,8.0,phMix402_c_6.dcm
428,1745.0,484.0,8.0,phMix402_c_6.dcm
429,1745.0,449.0,8.0,phMix402_c_6.dcm
430,1743.0,651.0,8.0,phMix402_c_6.dcm
431,1742.0,1531.0,8.0,phMix402_c_6.dcm
432,1736.0,704.0,8.0,phMix402_c_6.dcm
433,1735.0,1353.0,8.0,phMix402_c_6.dcm
434,1717.0,686.0,8.0,phMix402_c_6.dcm
435,1706.0,1570.0,8.0,phMix402_c_6.dcm
436,1697.0,1519.0,8.0,phMix402_c_6.dcm
437,1692.0,999.0,8.0,phMix402_c_6.dcm
438,1684.0,817.0,8.0,phMix402_c_6.dcm
439,1679.0,508.0,8.0,phMix402_c_6.dcm
440,1678.0,873.0,8.0,phMix402_c_6.dcm
441,1673.0,1245.0,8.0,phMix402_c_6.dcm
442,1673.0,855.0,8.0,phMix402_c_6.dcm
443,1668.0,1274.0,8.0,phMix402_c_6.dcm
444,1666.0,768.0,8.0,phMix402_c_6.dcm
445,1661.0,665.0,8.0,phMix402_c_6.dcm
446,1658.0,882.0,8.0,phMix402_c_6.dcm
447,1656.0,1622.0,8.0,phMix402_c_6.dcm
448,1652.0,640.0,8.0,phMix402_c_6.dcm
449,1651.0,1007.0,8.0,phMix402_c_6.dcm
450,1639.0,1139.0,8.0,phMix402_c_6.dcm
451,1634.0,1459.0,8.0,phMix402_c_6.dcm
