,area,min_row,min_col,max_row,max_col,breast_area
test_Mix_DPerc5_c_7.dcm,60.0,846,180,860,193,1692684
test_Mix_DPerc5_c_7.dcm,64.0,846,204,854,222,1692684
test_Mix_DPerc5_c_7.dcm,2.0,849,211,851,213,1692684
test_Mix_DPerc5_c_7.dcm,74.0,855,193,861,218,1692684
test_Mix_DPerc5_c_7.dcm,59.0,858,169,869,185,1692684
test_Mix_DPerc5_c_8.dcm,465.0,693,494,722,610,1692100
test_Mix_DPerc5_c_8.dcm,114.0,696,601,708,637,1692100
test_Mix_DPerc5_c_8.dcm,264.0,700,642,751,683,1692100
test_Mix_DPerc5_c_8.dcm,264.0,705,478,758,499,1692100
test_Mix_DPerc5_c_8.dcm,120.0,712,432,737,461,1692100
test_Mix_DPerc5_c_8.dcm,92.0,715,692,723,722,1692100
test_Mix_DPerc5_c_8.dcm,180.0,718,721,741,756,1692100
test_Mix_DPerc5_c_8.dcm,79.0,722,447,744,460,1692100
test_Mix_DPerc5_c_8.dcm,57.0,727,396,738,411,1692100
test_Mix_DPerc5_c_8.dcm,55.0,731,503,735,523,1692100
test_Mix_DPerc5_c_8.dcm,56.0,732,655,737,674,1692100
test_Mix_DPerc5_c_8.dcm,68.0,733,372,738,395,1692100
test_Mix_DPerc5_c_8.dcm,628.0,758,244,806,360,1692100
test_Mix_DPerc5_c_8.dcm,59.0,760,305,775,323,1692100
test_Mix_DPerc5_c_8.dcm,83.0,780,377,789,404,1692100
test_Mix_DPerc5_c_8.dcm,61.0,791,352,807,365,1692100
test_Mix_DPerc5_c_8.dcm,100.0,791,545,798,581,1692100
test_Mix_DPerc5_c_8.dcm,76.0,793,404,819,409,1692100
test_Mix_DPerc5_c_8.dcm,199.0,798,246,823,299,1692100
test_Mix_DPerc5_c_8.dcm,53.0,803,229,811,242,1692100
test_Mix_DPerc5_c_8.dcm,91.0,805,732,825,761,1692100
test_Mix_DPerc5_c_8.dcm,54.0,806,293,821,300,1692100
test_Mix_DPerc5_c_8.dcm,3.0,807,263,810,266,1692100
test_Mix_DPerc5_c_8.dcm,68.0,807,524,831,543,1692100
test_Mix_DPerc5_c_8.dcm,60.0,824,274,829,296,1692100
test_Mix_DPerc5_c_8.dcm,89.0,829,230,841,250,1692100
test_Mix_DPerc5_c_8.dcm,54.0,833,540,852,544,1692100
test_Mix_DPerc5_c_8.dcm,153.0,846,178,861,221,1692100
test_Mix_DPerc5_c_8.dcm,61.0,847,206,853,224,1692100
test_Mix_DPerc5_c_8.dcm,67.0,858,172,869,190,1692100
test_Mix_DPerc5_c_9.dcm,486.0,693,496,722,611,1691600
test_Mix_DPerc5_c_9.dcm,117.0,695,621,706,654,1691600
test_Mix_DPerc5_c_9.dcm,290.0,696,644,748,685,1691600
test_Mix_DPerc5_c_9.dcm,55.0,701,603,708,621,1691600
test_Mix_DPerc5_c_9.dcm,249.0,705,480,759,501,1691600
test_Mix_DPerc5_c_9.dcm,68.0,712,444,732,462,1691600
test_Mix_DPerc5_c_9.dcm,50.0,713,570,718,588,1691600
test_Mix_DPerc5_c_9.dcm,86.0,716,694,723,722,1691600
test_Mix_DPerc5_c_9.dcm,200.0,718,723,741,758,1691600
test_Mix_DPerc5_c_9.dcm,154.0,721,375,738,422,1691600
test_Mix_DPerc5_c_9.dcm,54.0,721,434,737,443,1691600
test_Mix_DPerc5_c_9.dcm,83.0,722,448,744,461,1691600
test_Mix_DPerc5_c_9.dcm,62.0,732,655,737,676,1691600
test_Mix_DPerc5_c_9.dcm,416.0,757,285,795,362,1691600
test_Mix_DPerc5_c_9.dcm,1.0,768,347,769,348,1691600
test_Mix_DPerc5_c_9.dcm,189.0,778,251,804,291,1691600
test_Mix_DPerc5_c_9.dcm,83.0,780,379,789,406,1691600
test_Mix_DPerc5_c_9.dcm,60.0,791,354,807,366,1691600
test_Mix_DPerc5_c_9.dcm,104.0,791,546,798,583,1691600
test_Mix_DPerc5_c_9.dcm,74.0,794,404,819,410,1691600
test_Mix_DPerc5_c_9.dcm,237.0,798,244,826,310,1691600
test_Mix_DPerc5_c_9.dcm,53.0,803,231,812,244,1691600
test_Mix_DPerc5_c_9.dcm,90.0,806,734,827,761,1691600
test_Mix_DPerc5_c_9.dcm,70.0,807,526,831,545,1691600
test_Mix_DPerc5_c_9.dcm,1.0,808,267,809,268,1691600
test_Mix_DPerc5_c_9.dcm,119.0,820,219,844,243,1691600
test_Mix_DPerc5_c_9.dcm,61.0,825,279,829,301,1691600
test_Mix_DPerc5_c_9.dcm,59.0,829,249,849,254,1691600
test_Mix_DPerc5_c_9.dcm,164.0,846,180,863,224,1691600
test_Mix_DPerc5_c_9.dcm,65.0,847,208,854,227,1691600
test_Mix_DPerc5_c_9.dcm,68.0,857,174,869,192,1691600
test_Mix_DPerc75_c_0.dcm,235.0,723,744,766,797,1691564
test_Mix_DPerc75_c_0.dcm,58.0,795,802,815,820,1691564
test_Mix_DPerc75_c_0.dcm,86.0,800,254,828,261,1691564
test_Mix_DPerc75_c_0.dcm,75.0,804,217,820,237,1691564
test_Mix_DPerc75_c_0.dcm,212.0,818,178,870,222,1691564
test_Mix_DPerc75_c_0.dcm,51.0,818,262,835,280,1691564
test_Mix_DPerc75_c_0.dcm,54.0,821,790,839,808,1691564
test_Mix_DPerc75_c_0.dcm,52.0,828,298,845,316,1691564
test_Mix_DPerc75_c_1.dcm,238.0,724,746,767,799,1691540
test_Mix_DPerc75_c_1.dcm,62.0,794,802,814,822,1691540
test_Mix_DPerc75_c_1.dcm,82.0,801,255,828,262,1691540
test_Mix_DPerc75_c_1.dcm,68.0,803,223,820,240,1691540
test_Mix_DPerc75_c_1.dcm,52.0,817,324,835,340,1691540
test_Mix_DPerc75_c_1.dcm,156.0,818,187,852,224,1691540
test_Mix_DPerc75_c_1.dcm,54.0,818,265,836,283,1691540
test_Mix_DPerc75_c_1.dcm,54.0,821,791,839,809,1691540
test_Mix_DPerc75_c_10.dcm,51.0,748,341,760,359,1691924
test_Mix_DPerc75_c_10.dcm,101.0,783,264,810,278,1691924
test_Mix_DPerc75_c_10.dcm,83.0,804,233,816,250,1691924
test_Mix_DPerc75_c_10.dcm,1.0,811,244,812,245,1691924
test_Mix_DPerc75_c_10.dcm,1.0,812,242,813,243,1691924
test_Mix_DPerc75_c_10.dcm,122.0,827,197,855,233,1691924
test_Mix_DPerc75_c_10.dcm,72.0,830,240,848,264,1691924
test_Mix_DPerc75_c_10.dcm,60.0,836,805,846,827,1691924
test_Mix_DPerc75_c_10.dcm,50.0,841,311,855,329,1691924
test_Mix_DPerc75_c_10.dcm,113.0,855,180,868,200,1691924
test_Mix_DPerc75_c_11.dcm,52.0,746,342,760,360,1692448
test_Mix_DPerc75_c_11.dcm,135.0,804,235,816,265,1692448
test_Mix_DPerc75_c_11.dcm,1.0,811,246,812,247,1692448
test_Mix_DPerc75_c_11.dcm,99.0,821,242,849,267,1692448
test_Mix_DPerc75_c_11.dcm,267.0,827,185,868,235,1692448
test_Mix_DPerc75_c_11.dcm,66.0,837,806,847,828,1692448
test_Mix_DPerc75_c_12.dcm,53.0,746,343,760,362,1693204
test_Mix_DPerc75_c_12.dcm,80.0,784,261,800,280,1693204
test_Mix_DPerc75_c_12.dcm,162.0,798,259,827,283,1693204
test_Mix_DPerc75_c_12.dcm,62.0,804,234,816,247,1693204
test_Mix_DPerc75_c_12.dcm,196.0,827,194,860,238,1693204
test_Mix_DPerc75_c_12.dcm,77.0,829,243,850,270,1693204
test_Mix_DPerc75_c_12.dcm,62.0,838,807,848,830,1693204
test_Mix_DPerc75_c_12.dcm,56.0,842,829,849,848,1693204
test_Mix_DPerc75_c_12.dcm,92.0,855,185,869,203,1693204
